iteration, en_lr, sr_lr, dn_lr, 20240501-153251
im_1,
37650,1.52587890625e-08,3.125e-06,6.25e-07,3.637978807091713e-17
37700,1.52587890625e-08,3.125e-06,6.25e-07,3.637978807091713e-17
37750,1.52587890625e-08,3.125e-06,6.25e-07,3.637978807091713e-17
37800,1.52587890625e-08,3.125e-06,6.25e-07,1.8189894035458566e-17
37850,1.52587890625e-08,3.125e-06,6.25e-07,1.8189894035458566e-17
37900,1.52587890625e-08,3.125e-06,6.25e-07,1.8189894035458566e-17
37950,1.52587890625e-08,3.125e-06,6.25e-07,1.8189894035458566e-17
38000,1.52587890625e-08,3.125e-06,6.25e-07,1.8189894035458566e-17
38050,1.52587890625e-08,3.125e-06,6.25e-07,9.094947017729283e-18
38100,1.52587890625e-08,3.125e-06,6.25e-07,9.094947017729283e-18
38150,1.52587890625e-08,3.125e-06,6.25e-07,9.094947017729283e-18
38200,1.52587890625e-08,3.125e-06,6.25e-07,9.094947017729283e-18
38250,1.52587890625e-08,3.125e-06,6.25e-07,9.094947017729283e-18
38300,1.52587890625e-08,3.125e-06,6.25e-07,4.5474735088646416e-18
38350,1.52587890625e-08,3.125e-06,6.25e-07,4.5474735088646416e-18
38400,1.52587890625e-08,3.125e-06,6.25e-07,4.5474735088646416e-18
38450,1.52587890625e-08,3.125e-06,6.25e-07,4.5474735088646416e-18
38500,1.52587890625e-08,3.125e-06,6.25e-07,4.5474735088646416e-18
38550,1.52587890625e-08,3.125e-06,6.25e-07,2.2737367544323208e-18
38600,1.52587890625e-08,3.125e-06,6.25e-07,2.2737367544323208e-18
38650,1.52587890625e-08,3.125e-06,6.25e-07,2.2737367544323208e-18
38700,1.52587890625e-08,3.125e-06,6.25e-07,2.2737367544323208e-18
38750,1.52587890625e-08,3.125e-06,6.25e-07,2.2737367544323208e-18
38800,1.52587890625e-08,3.125e-06,6.25e-07,1.1368683772161604e-18
38850,1.52587890625e-08,3.125e-06,6.25e-07,1.1368683772161604e-18
38900,1.52587890625e-08,3.125e-06,6.25e-07,1.1368683772161604e-18
38950,1.52587890625e-08,3.125e-06,6.25e-07,1.1368683772161604e-18
39000,1.52587890625e-08,3.125e-06,6.25e-07,1.1368683772161604e-18
39050,1.52587890625e-08,3.125e-06,6.25e-07,5.684341886080802e-19
39100,1.52587890625e-08,3.125e-06,6.25e-07,5.684341886080802e-19
39150,1.52587890625e-08,3.125e-06,6.25e-07,5.684341886080802e-19
39200,1.52587890625e-08,3.125e-06,6.25e-07,5.684341886080802e-19
39250,1.52587890625e-08,3.125e-06,6.25e-07,5.684341886080802e-19
39300,1.52587890625e-08,3.125e-06,6.25e-07,2.842170943040401e-19
39350,1.52587890625e-08,3.125e-06,6.25e-07,2.842170943040401e-19
39400,1.52587890625e-08,3.125e-06,6.25e-07,2.842170943040401e-19
39450,1.52587890625e-08,3.125e-06,6.25e-07,2.842170943040401e-19
39500,1.52587890625e-08,3.125e-06,6.25e-07,2.842170943040401e-19
39550,1.52587890625e-08,3.125e-06,6.25e-07,1.4210854715202005e-19
