iteration, en_lr, sr_lr, dn_lr, 20240501-153251
im_1,
14950,1.52587890625e-08
15000,1.52587890625e-08
15050,1.52587890625e-08
15100,1.52587890625e-08
15150,1.52587890625e-08
15200,1.52587890625e-08
15250,1.52587890625e-08
15300,1.52587890625e-08
15350,1.52587890625e-08
15400,1.52587890625e-08
15450,1.52587890625e-08
15500,1.52587890625e-08
15550,1.52587890625e-08
15600,1.52587890625e-08
15650,1.52587890625e-08
15700,1.52587890625e-08
15750,1.52587890625e-08
15800,1.52587890625e-08
15850,1.52587890625e-08
15900,1.52587890625e-08
15950,1.52587890625e-08
16000,1.52587890625e-08
16050,1.52587890625e-08
16100,1.52587890625e-08
16150,1.52587890625e-08
16200,1.52587890625e-08
16250,1.52587890625e-08
16300,1.52587890625e-08
16350,1.52587890625e-08
16400,1.52587890625e-08
16450,1.52587890625e-08
16500,1.52587890625e-08
16550,1.52587890625e-08
16600,1.52587890625e-08
16650,1.52587890625e-08
16700,1.52587890625e-08
16750,1.52587890625e-08
16800,1.52587890625e-08
16850,1.52587890625e-08
16900,1.52587890625e-08
16950,1.52587890625e-08
17000,1.52587890625e-08
17050,1.52587890625e-08
17100,1.52587890625e-08
17150,1.52587890625e-08
17200,1.52587890625e-08
17250,1.52587890625e-08
17300,1.52587890625e-08
17350,1.52587890625e-08
17400,1.52587890625e-08
17450,1.52587890625e-08
17500,1.52587890625e-08
17550,1.52587890625e-08
17600,1.52587890625e-08
17650,1.52587890625e-08
17700,1.52587890625e-08
17750,1.52587890625e-08
17800,1.52587890625e-08
17850,1.52587890625e-08
17900,1.52587890625e-08
17950,1.52587890625e-08
18000,1.52587890625e-08
18050,1.52587890625e-08
18100,1.52587890625e-08
18150,1.52587890625e-08
18200,1.52587890625e-08
18250,1.52587890625e-08
18300,1.52587890625e-08
18350,1.52587890625e-08
18400,1.52587890625e-08
18450,1.52587890625e-08
18500,1.52587890625e-08
18550,1.52587890625e-08
18600,1.52587890625e-08
18650,1.52587890625e-08
18700,1.52587890625e-08
18750,1.52587890625e-08
18800,1.52587890625e-08
18850,1.52587890625e-08
18900,1.52587890625e-08
18950,1.52587890625e-08
19000,1.52587890625e-08
19050,1.52587890625e-08
19100,1.52587890625e-08
19150,1.52587890625e-08
19200,1.52587890625e-08
19250,1.52587890625e-08
19300,1.52587890625e-08
19350,1.52587890625e-08
19400,1.52587890625e-08
19450,1.52587890625e-08
19500,1.52587890625e-08
19550,1.52587890625e-08
19600,1.52587890625e-08
19650,1.52587890625e-08
19700,1.52587890625e-08
19750,1.52587890625e-08
19800,1.52587890625e-08
19850,1.52587890625e-08
19900,1.52587890625e-08
19950,1.52587890625e-08
20000,1.52587890625e-08
20050,1.52587890625e-08
20100,1.52587890625e-08
20150,1.52587890625e-08
20200,1.52587890625e-08
20250,1.52587890625e-08
20300,1.52587890625e-08
20350,1.52587890625e-08
20400,1.52587890625e-08
20450,1.52587890625e-08
20500,1.52587890625e-08
20550,1.52587890625e-08
20600,1.52587890625e-08
20650,1.52587890625e-08
20700,1.52587890625e-08
20750,1.52587890625e-08
20800,1.52587890625e-08
20850,1.52587890625e-08
20900,1.52587890625e-08
20950,1.52587890625e-08
21000,1.52587890625e-08
21050,1.52587890625e-08
21100,1.52587890625e-08
21150,1.52587890625e-08
21200,1.52587890625e-08
21250,1.52587890625e-08
21300,1.52587890625e-08
21350,1.52587890625e-08
21400,1.52587890625e-08
21450,1.52587890625e-08
21500,1.52587890625e-08
21550,1.52587890625e-08
21600,1.52587890625e-08
21650,1.52587890625e-08
21700,1.52587890625e-08
21750,1.52587890625e-08
21800,1.52587890625e-08
21850,1.52587890625e-08
21900,1.52587890625e-08
21950,1.52587890625e-08
22000,1.52587890625e-08
22050,1.52587890625e-08
22100,1.52587890625e-08
22150,1.52587890625e-08
22200,1.52587890625e-08
22250,1.52587890625e-08
22300,1.52587890625e-08
22350,1.52587890625e-08
22400,1.52587890625e-08
22450,1.52587890625e-08
22500,1.52587890625e-08
22550,1.52587890625e-08
22600,1.52587890625e-08
22650,1.52587890625e-08
22700,1.52587890625e-08
22750,1.52587890625e-08
22800,1.52587890625e-08
22850,1.52587890625e-08
22900,1.52587890625e-08
22950,1.52587890625e-08
23000,1.52587890625e-08
23050,1.52587890625e-08
23100,1.52587890625e-08
23150,1.52587890625e-08
23200,1.52587890625e-08
23250,1.52587890625e-08
23300,1.52587890625e-08
23350,1.52587890625e-08
23400,1.52587890625e-08
23450,1.52587890625e-08
23500,1.52587890625e-08
23550,1.52587890625e-08
23600,1.52587890625e-08
23650,1.52587890625e-08
23700,1.52587890625e-08
23750,1.52587890625e-08
23800,1.52587890625e-08
23850,1.52587890625e-08
23900,1.52587890625e-08
23950,1.52587890625e-08
24000,1.52587890625e-08
24050,1.52587890625e-08
24100,1.52587890625e-08
24150,1.52587890625e-08
24200,1.52587890625e-08
24250,1.52587890625e-08
24300,1.52587890625e-08
24350,1.52587890625e-08
24400,1.52587890625e-08
24450,1.52587890625e-08
24500,1.52587890625e-08
24550,1.52587890625e-08
24600,1.52587890625e-08
24650,1.52587890625e-08
24700,1.52587890625e-08
24750,1.52587890625e-08
24800,1.52587890625e-08
24850,1.52587890625e-08
24900,1.52587890625e-08
24950,1.52587890625e-08
25000,1.52587890625e-08
25050,1.52587890625e-08
25100,1.52587890625e-08
25150,1.52587890625e-08
25200,1.52587890625e-08
25250,1.52587890625e-08
25300,1.52587890625e-08
25350,1.52587890625e-08
25400,1.52587890625e-08
25450,1.52587890625e-08
25500,1.52587890625e-08
25550,1.52587890625e-08
25600,1.52587890625e-08
25650,1.52587890625e-08
25700,1.52587890625e-08
25750,1.52587890625e-08
25800,1.52587890625e-08
25850,1.52587890625e-08
25900,1.52587890625e-08
25950,1.52587890625e-08
26000,1.52587890625e-08
26050,1.52587890625e-08
26100,1.52587890625e-08
26150,1.52587890625e-08
26200,1.52587890625e-08
26250,1.52587890625e-08
26300,1.52587890625e-08
26350,1.52587890625e-08
26400,1.52587890625e-08
26450,1.52587890625e-08
26500,1.52587890625e-08
26550,1.52587890625e-08
26600,1.52587890625e-08
26650,1.52587890625e-08
26700,1.52587890625e-08
26750,1.52587890625e-08
26800,1.52587890625e-08
26850,1.52587890625e-08
26900,1.52587890625e-08
26950,1.52587890625e-08
27000,1.52587890625e-08
27050,1.52587890625e-08
27100,1.52587890625e-08
27150,1.52587890625e-08
27200,1.52587890625e-08
27250,1.52587890625e-08
27300,1.52587890625e-08
27350,1.52587890625e-08
27400,1.52587890625e-08
27450,1.52587890625e-08
27500,1.52587890625e-08
27550,1.52587890625e-08
27600,1.52587890625e-08
27650,1.52587890625e-08
27700,1.52587890625e-08
27750,1.52587890625e-08
27800,1.52587890625e-08
27850,1.52587890625e-08
27900,1.52587890625e-08
27950,1.52587890625e-08
28000,1.52587890625e-08
28050,1.52587890625e-08,5e-05,1e-05,1e-05
28100,1.52587890625e-08,5e-05,1e-05,1e-05
28150,1.52587890625e-08,5e-05,1e-05,1e-05
28200,1.52587890625e-08,5e-05,1e-05,1e-05
28250,1.52587890625e-08,5e-05,1e-05,1e-05
28300,1.52587890625e-08,5e-05,1e-05,5e-06
28350,1.52587890625e-08,5e-05,1e-05,5e-06
28400,1.52587890625e-08,5e-05,1e-05,5e-06
28450,1.52587890625e-08,5e-05,1e-05,5e-06
28500,1.52587890625e-08,5e-05,1e-05,5e-06
28550,1.52587890625e-08,5e-05,1e-05,2.5e-06
28600,1.52587890625e-08,5e-05,1e-05,2.5e-06
28650,1.52587890625e-08,5e-05,1e-05,2.5e-06
28700,1.52587890625e-08,5e-05,1e-05,2.5e-06
28750,1.52587890625e-08,5e-05,1e-05,2.5e-06
28800,1.52587890625e-08,5e-05,1e-05,1.25e-06
28850,1.52587890625e-08,5e-05,1e-05,1.25e-06
28900,1.52587890625e-08,5e-05,1e-05,1.25e-06
28950,1.52587890625e-08,5e-05,1e-05,1.25e-06
29000,1.52587890625e-08,5e-05,1e-05,1.25e-06
29050,1.52587890625e-08,5e-05,1e-05,6.25e-07
29100,1.52587890625e-08,5e-05,1e-05,6.25e-07
29150,1.52587890625e-08,5e-05,1e-05,6.25e-07
29200,1.52587890625e-08,5e-05,1e-05,6.25e-07
29250,1.52587890625e-08,5e-05,1e-05,6.25e-07
29300,1.52587890625e-08,5e-05,1e-05,3.125e-07
29350,1.52587890625e-08,5e-05,1e-05,3.125e-07
29400,1.52587890625e-08,5e-05,1e-05,3.125e-07
29450,1.52587890625e-08,5e-05,1e-05,3.125e-07
29500,1.52587890625e-08,5e-05,1e-05,3.125e-07
29550,1.52587890625e-08,5e-05,1e-05,1.5625e-07
29600,1.52587890625e-08,5e-05,1e-05,1.5625e-07
29650,1.52587890625e-08,5e-05,1e-05,1.5625e-07
29700,1.52587890625e-08,5e-05,1e-05,1.5625e-07
29750,1.52587890625e-08,5e-05,1e-05,1.5625e-07
29800,1.52587890625e-08,5e-05,1e-05,7.8125e-08
29850,1.52587890625e-08,5e-05,1e-05,7.8125e-08
29900,1.52587890625e-08,5e-05,1e-05,7.8125e-08
29950,1.52587890625e-08,5e-05,1e-05,7.8125e-08
30000,1.52587890625e-08,5e-05,1e-05,7.8125e-08
30050,1.52587890625e-08,5e-05,1e-05,3.90625e-08
30100,1.52587890625e-08,5e-05,1e-05,3.90625e-08
30150,1.52587890625e-08,5e-05,1e-05,3.90625e-08
30200,1.52587890625e-08,5e-05,1e-05,3.90625e-08
30250,1.52587890625e-08,5e-05,1e-05,3.90625e-08
30300,1.52587890625e-08,5e-05,1e-05,1.953125e-08
30350,1.52587890625e-08,5e-05,1e-05,1.953125e-08
30400,1.52587890625e-08,5e-05,1e-05,1.953125e-08
30450,1.52587890625e-08,5e-05,1e-05,1.953125e-08
30500,1.52587890625e-08,5e-05,1e-05,1.953125e-08
30550,1.52587890625e-08,5e-05,1e-05,9.765625e-09
30600,1.52587890625e-08,2.5e-05,1e-05,9.765625e-09
30650,1.52587890625e-08,2.5e-05,1e-05,9.765625e-09
30700,1.52587890625e-08,2.5e-05,1e-05,9.765625e-09
30750,1.52587890625e-08,2.5e-05,1e-05,9.765625e-09
30800,1.52587890625e-08,2.5e-05,1e-05,4.8828125e-09
30850,1.52587890625e-08,2.5e-05,1e-05,4.8828125e-09
30900,1.52587890625e-08,2.5e-05,1e-05,4.8828125e-09
30950,1.52587890625e-08,2.5e-05,1e-05,4.8828125e-09
31000,1.52587890625e-08,1.25e-05,1e-05,4.8828125e-09
31050,1.52587890625e-08,1.25e-05,1e-05,2.44140625e-09
31100,1.52587890625e-08,1.25e-05,5e-06,2.44140625e-09
31150,1.52587890625e-08,1.25e-05,5e-06,2.44140625e-09
31200,1.52587890625e-08,6.25e-06,5e-06,2.44140625e-09
31250,1.52587890625e-08,6.25e-06,5e-06,2.44140625e-09
31300,1.52587890625e-08,6.25e-06,5e-06,1.220703125e-09
31350,1.52587890625e-08,6.25e-06,5e-06,1.220703125e-09
31400,1.52587890625e-08,3.125e-06,5e-06,1.220703125e-09
31450,1.52587890625e-08,3.125e-06,5e-06,1.220703125e-09
31500,1.52587890625e-08,3.125e-06,2.5e-06,1.220703125e-09
31550,1.52587890625e-08,3.125e-06,2.5e-06,6.103515625e-10
31600,1.52587890625e-08,3.125e-06,2.5e-06,6.103515625e-10
31650,1.52587890625e-08,3.125e-06,2.5e-06,6.103515625e-10
31700,1.52587890625e-08,3.125e-06,1.25e-06,6.103515625e-10
31750,1.52587890625e-08,3.125e-06,1.25e-06,6.103515625e-10
31800,1.52587890625e-08,3.125e-06,1.25e-06,3.0517578125e-10
31850,1.52587890625e-08,3.125e-06,1.25e-06,3.0517578125e-10
31900,1.52587890625e-08,3.125e-06,6.25e-07,3.0517578125e-10
31950,1.52587890625e-08,3.125e-06,6.25e-07,3.0517578125e-10
32000,1.52587890625e-08,3.125e-06,6.25e-07,3.0517578125e-10
32050,1.52587890625e-08,3.125e-06,6.25e-07,1.52587890625e-10
32100,1.52587890625e-08,3.125e-06,6.25e-07,1.52587890625e-10
32150,1.52587890625e-08,3.125e-06,6.25e-07,1.52587890625e-10
32200,1.52587890625e-08,3.125e-06,6.25e-07,1.52587890625e-10
32250,1.52587890625e-08,3.125e-06,6.25e-07,1.52587890625e-10
32300,1.52587890625e-08,3.125e-06,6.25e-07,7.62939453125e-11
32350,1.52587890625e-08,3.125e-06,6.25e-07,7.62939453125e-11
32400,1.52587890625e-08,3.125e-06,6.25e-07,7.62939453125e-11
32450,1.52587890625e-08,3.125e-06,6.25e-07,7.62939453125e-11
32500,1.52587890625e-08,3.125e-06,6.25e-07,7.62939453125e-11
32550,1.52587890625e-08,3.125e-06,6.25e-07,3.814697265625e-11
32600,1.52587890625e-08,3.125e-06,6.25e-07,3.814697265625e-11
32650,1.52587890625e-08,3.125e-06,6.25e-07,3.814697265625e-11
32700,1.52587890625e-08,3.125e-06,6.25e-07,3.814697265625e-11
32750,1.52587890625e-08,3.125e-06,6.25e-07,3.814697265625e-11
32800,1.52587890625e-08,3.125e-06,6.25e-07,1.9073486328125e-11
32850,1.52587890625e-08,3.125e-06,6.25e-07,1.9073486328125e-11
32900,1.52587890625e-08,3.125e-06,6.25e-07,1.9073486328125e-11
32950,1.52587890625e-08,3.125e-06,6.25e-07,1.9073486328125e-11
33000,1.52587890625e-08,3.125e-06,6.25e-07,1.9073486328125e-11
33050,1.52587890625e-08,3.125e-06,6.25e-07,9.5367431640625e-12
33100,1.52587890625e-08,3.125e-06,6.25e-07,9.5367431640625e-12
33150,1.52587890625e-08,3.125e-06,6.25e-07,9.5367431640625e-12
33200,1.52587890625e-08,3.125e-06,6.25e-07,9.5367431640625e-12
33250,1.52587890625e-08,3.125e-06,6.25e-07,9.5367431640625e-12
33300,1.52587890625e-08,3.125e-06,6.25e-07,4.76837158203125e-12
33350,1.52587890625e-08,3.125e-06,6.25e-07,4.76837158203125e-12
33400,1.52587890625e-08,3.125e-06,6.25e-07,4.76837158203125e-12
33450,1.52587890625e-08,3.125e-06,6.25e-07,4.76837158203125e-12
33500,1.52587890625e-08,3.125e-06,6.25e-07,4.76837158203125e-12
33550,1.52587890625e-08,3.125e-06,6.25e-07,2.384185791015625e-12
33600,1.52587890625e-08,3.125e-06,6.25e-07,2.384185791015625e-12
33650,1.52587890625e-08,3.125e-06,6.25e-07,2.384185791015625e-12
33700,1.52587890625e-08,3.125e-06,6.25e-07,2.384185791015625e-12
33750,1.52587890625e-08,3.125e-06,6.25e-07,2.384185791015625e-12
33800,1.52587890625e-08,3.125e-06,6.25e-07,1.1920928955078126e-12
33850,1.52587890625e-08,3.125e-06,6.25e-07,1.1920928955078126e-12
33900,1.52587890625e-08,3.125e-06,6.25e-07,1.1920928955078126e-12
33950,1.52587890625e-08,3.125e-06,6.25e-07,1.1920928955078126e-12
34000,1.52587890625e-08,3.125e-06,6.25e-07,1.1920928955078126e-12
34050,1.52587890625e-08,3.125e-06,6.25e-07,5.960464477539063e-13
34100,1.52587890625e-08,3.125e-06,6.25e-07,5.960464477539063e-13
34150,1.52587890625e-08,3.125e-06,6.25e-07,5.960464477539063e-13
34200,1.52587890625e-08,3.125e-06,6.25e-07,5.960464477539063e-13
34250,1.52587890625e-08,3.125e-06,6.25e-07,5.960464477539063e-13
34300,1.52587890625e-08,3.125e-06,6.25e-07,2.9802322387695315e-13
34350,1.52587890625e-08,3.125e-06,6.25e-07,2.9802322387695315e-13
34400,1.52587890625e-08,3.125e-06,6.25e-07,2.9802322387695315e-13
34450,1.52587890625e-08,3.125e-06,6.25e-07,2.9802322387695315e-13
34500,1.52587890625e-08,3.125e-06,6.25e-07,2.9802322387695315e-13
34550,1.52587890625e-08,3.125e-06,6.25e-07,1.4901161193847657e-13
34600,1.52587890625e-08,3.125e-06,6.25e-07,1.4901161193847657e-13
34650,1.52587890625e-08,3.125e-06,6.25e-07,1.4901161193847657e-13
34700,1.52587890625e-08,3.125e-06,6.25e-07,1.4901161193847657e-13
34750,1.52587890625e-08,3.125e-06,6.25e-07,1.4901161193847657e-13
34800,1.52587890625e-08,3.125e-06,6.25e-07,7.450580596923829e-14
34850,1.52587890625e-08,3.125e-06,6.25e-07,7.450580596923829e-14
34900,1.52587890625e-08,3.125e-06,6.25e-07,7.450580596923829e-14
34950,1.52587890625e-08,3.125e-06,6.25e-07,7.450580596923829e-14
35000,1.52587890625e-08,3.125e-06,6.25e-07,7.450580596923829e-14
35050,1.52587890625e-08,3.125e-06,6.25e-07,3.7252902984619144e-14
35100,1.52587890625e-08,3.125e-06,6.25e-07,3.7252902984619144e-14
35150,1.52587890625e-08,3.125e-06,6.25e-07,3.7252902984619144e-14
35200,1.52587890625e-08,3.125e-06,6.25e-07,3.7252902984619144e-14
35250,1.52587890625e-08,3.125e-06,6.25e-07,3.7252902984619144e-14
35300,1.52587890625e-08,3.125e-06,6.25e-07,1.8626451492309572e-14
35350,1.52587890625e-08,3.125e-06,6.25e-07,1.8626451492309572e-14
35400,1.52587890625e-08,3.125e-06,6.25e-07,1.8626451492309572e-14
35450,1.52587890625e-08,3.125e-06,6.25e-07,1.8626451492309572e-14
35500,1.52587890625e-08,3.125e-06,6.25e-07,1.8626451492309572e-14
35550,1.52587890625e-08,3.125e-06,1e-05,9.313225746154786e-15
35600,1.52587890625e-08,3.125e-06,1e-05,9.313225746154786e-15
35650,1.52587890625e-08,3.125e-06,1e-05,9.313225746154786e-15
35700,1.52587890625e-08,3.125e-06,1e-05,9.313225746154786e-15
35750,1.52587890625e-08,3.125e-06,1e-05,9.313225746154786e-15
35800,1.52587890625e-08,3.125e-06,1e-05,4.656612873077393e-15
35850,1.52587890625e-08,3.125e-06,1e-05,4.656612873077393e-15
35900,1.52587890625e-08,3.125e-06,1e-05,4.656612873077393e-15
35950,1.52587890625e-08,3.125e-06,1e-05,4.656612873077393e-15
36000,1.52587890625e-08,3.125e-06,1e-05,4.656612873077393e-15
36050,1.52587890625e-08,3.125e-06,1e-05,2.3283064365386965e-15
36100,1.52587890625e-08,3.125e-06,5e-06,2.3283064365386965e-15
36150,1.52587890625e-08,3.125e-06,5e-06,2.3283064365386965e-15
36200,1.52587890625e-08,3.125e-06,5e-06,2.3283064365386965e-15
36250,1.52587890625e-08,3.125e-06,5e-06,2.3283064365386965e-15
36300,1.52587890625e-08,3.125e-06,5e-06,1.1641532182693482e-15
36350,1.52587890625e-08,3.125e-06,5e-06,1.1641532182693482e-15
36400,1.52587890625e-08,3.125e-06,5e-06,1.1641532182693482e-15
36450,1.52587890625e-08,3.125e-06,5e-06,1.1641532182693482e-15
36500,1.52587890625e-08,3.125e-06,2.5e-06,1.1641532182693482e-15
36550,1.52587890625e-08,3.125e-06,2.5e-06,5.820766091346741e-16
36600,1.52587890625e-08,3.125e-06,2.5e-06,5.820766091346741e-16
36650,1.52587890625e-08,3.125e-06,2.5e-06,5.820766091346741e-16
36700,1.52587890625e-08,3.125e-06,1.25e-06,5.820766091346741e-16
36750,1.52587890625e-08,3.125e-06,1.25e-06,5.820766091346741e-16
36800,1.52587890625e-08,3.125e-06,1.25e-06,2.9103830456733706e-16
36850,1.52587890625e-08,3.125e-06,1.25e-06,2.9103830456733706e-16
36900,1.52587890625e-08,3.125e-06,6.25e-07,2.9103830456733706e-16
36950,1.52587890625e-08,3.125e-06,6.25e-07,2.9103830456733706e-16
37000,1.52587890625e-08,3.125e-06,6.25e-07,2.9103830456733706e-16
37050,1.52587890625e-08,3.125e-06,6.25e-07,1.4551915228366853e-16
37100,1.52587890625e-08,3.125e-06,6.25e-07,1.4551915228366853e-16
37150,1.52587890625e-08,3.125e-06,6.25e-07,1.4551915228366853e-16
37200,1.52587890625e-08,3.125e-06,6.25e-07,1.4551915228366853e-16
37250,1.52587890625e-08,3.125e-06,6.25e-07,1.4551915228366853e-16
37300,1.52587890625e-08,3.125e-06,6.25e-07,7.275957614183426e-17
37350,1.52587890625e-08,3.125e-06,6.25e-07,7.275957614183426e-17
37400,1.52587890625e-08,3.125e-06,6.25e-07,7.275957614183426e-17
37450,1.52587890625e-08,3.125e-06,6.25e-07,7.275957614183426e-17
37500,1.52587890625e-08,3.125e-06,6.25e-07,7.275957614183426e-17
37550,1.52587890625e-08,3.125e-06,6.25e-07,3.637978807091713e-17
37600,1.52587890625e-08,3.125e-06,6.25e-07,3.637978807091713e-17
