iteration, en_lr, sr_lr, dn_lr, 20240501-162929
im_1,
5350,1.52587890625e-08
5400,1.52587890625e-08
5450,1.52587890625e-08
5500,1.52587890625e-08
5550,1.52587890625e-08,5e-05,1e-05,1e-05
5600,1.52587890625e-08,5e-05,1e-05,1e-05
5650,1.52587890625e-08,5e-05,1e-05,1e-05
5700,1.52587890625e-08,5e-05,1e-05,1e-05
5750,1.52587890625e-08,5e-05,1e-05,1e-05
5800,1.52587890625e-08,5e-05,1e-05,5e-06
5850,1.52587890625e-08,5e-05,1e-05,5e-06
5900,1.52587890625e-08,5e-05,1e-05,5e-06
5950,1.52587890625e-08,5e-05,1e-05,5e-06
6000,1.52587890625e-08,5e-05,1e-05,5e-06
6050,1.52587890625e-08,5e-05,1e-05,2.5e-06
6100,1.52587890625e-08,5e-05,1e-05,2.5e-06
6150,1.52587890625e-08,5e-05,1e-05,2.5e-06
6200,1.52587890625e-08,5e-05,1e-05,2.5e-06
6250,1.52587890625e-08,5e-05,1e-05,2.5e-06
6300,1.52587890625e-08,5e-05,1e-05,1.25e-06
6350,1.52587890625e-08,5e-05,1e-05,1.25e-06
6400,1.52587890625e-08,5e-05,1e-05,1.25e-06
6450,1.52587890625e-08,5e-05,1e-05,1.25e-06
6500,1.52587890625e-08,5e-05,1e-05,1.25e-06
6550,1.52587890625e-08,5e-05,1e-05,6.25e-07
6600,1.52587890625e-08,5e-05,1e-05,6.25e-07
6650,1.52587890625e-08,5e-05,1e-05,6.25e-07
6700,1.52587890625e-08,5e-05,1e-05,6.25e-07
6750,1.52587890625e-08,5e-05,1e-05,6.25e-07
6800,1.52587890625e-08,5e-05,1e-05,3.125e-07
6850,1.52587890625e-08,5e-05,1e-05,3.125e-07
6900,1.52587890625e-08,5e-05,1e-05,3.125e-07
6950,1.52587890625e-08,5e-05,1e-05,3.125e-07
7000,1.52587890625e-08,5e-05,1e-05,3.125e-07
7050,1.52587890625e-08,5e-05,1e-05,1.5625e-07
7100,1.52587890625e-08,5e-05,1e-05,1.5625e-07
7150,1.52587890625e-08,5e-05,1e-05,1.5625e-07
7200,1.52587890625e-08,5e-05,1e-05,1.5625e-07
7250,1.52587890625e-08,5e-05,1e-05,1.5625e-07
7300,1.52587890625e-08,5e-05,1e-05,7.8125e-08
7350,1.52587890625e-08,5e-05,1e-05,7.8125e-08
7400,1.52587890625e-08,5e-05,1e-05,7.8125e-08
7450,1.52587890625e-08,5e-05,1e-05,7.8125e-08
7500,1.52587890625e-08,5e-05,1e-05,7.8125e-08
7550,1.52587890625e-08,5e-05,1e-05,3.90625e-08
7600,1.52587890625e-08,5e-05,1e-05,3.90625e-08
7650,1.52587890625e-08,5e-05,1e-05,3.90625e-08
7700,1.52587890625e-08,5e-05,1e-05,3.90625e-08
7750,1.52587890625e-08,5e-05,1e-05,3.90625e-08
7800,1.52587890625e-08,5e-05,1e-05,1.953125e-08
7850,1.52587890625e-08,5e-05,1e-05,1.953125e-08
7900,1.52587890625e-08,5e-05,1e-05,1.953125e-08
7950,1.52587890625e-08,5e-05,1e-05,1.953125e-08
8000,1.52587890625e-08,5e-05,1e-05,1.953125e-08
8050,1.52587890625e-08,5e-05,1e-05,9.765625e-09
8100,1.52587890625e-08,2.5e-05,1e-05,9.765625e-09
8150,1.52587890625e-08,2.5e-05,1e-05,9.765625e-09
8200,1.52587890625e-08,2.5e-05,1e-05,9.765625e-09
8250,1.52587890625e-08,2.5e-05,1e-05,9.765625e-09
8300,1.52587890625e-08,2.5e-05,1e-05,4.8828125e-09
8350,1.52587890625e-08,2.5e-05,1e-05,4.8828125e-09
8400,1.52587890625e-08,2.5e-05,1e-05,4.8828125e-09
8450,1.52587890625e-08,2.5e-05,1e-05,4.8828125e-09
8500,1.52587890625e-08,1.25e-05,1e-05,4.8828125e-09
8550,1.52587890625e-08,1.25e-05,1e-05,2.44140625e-09
8600,1.52587890625e-08,1.25e-05,1e-05,2.44140625e-09
8650,1.52587890625e-08,1.25e-05,1e-05,2.44140625e-09
8700,1.52587890625e-08,6.25e-06,1e-05,2.44140625e-09
8750,1.52587890625e-08,6.25e-06,1e-05,2.44140625e-09
8800,1.52587890625e-08,6.25e-06,1e-05,1.220703125e-09
8850,1.52587890625e-08,6.25e-06,1e-05,1.220703125e-09
8900,1.52587890625e-08,3.125e-06,1e-05,1.220703125e-09
8950,1.52587890625e-08,3.125e-06,1e-05,1.220703125e-09
9000,1.52587890625e-08,3.125e-06,1e-05,1.220703125e-09
9050,1.52587890625e-08,3.125e-06,1e-05,6.103515625e-10
9100,1.52587890625e-08,3.125e-06,1e-05,6.103515625e-10
9150,1.52587890625e-08,3.125e-06,1e-05,6.103515625e-10
9200,1.52587890625e-08,3.125e-06,1e-05,6.103515625e-10
9250,1.52587890625e-08,3.125e-06,1e-05,6.103515625e-10
9300,1.52587890625e-08,3.125e-06,1e-05,3.0517578125e-10
9350,1.52587890625e-08,3.125e-06,1e-05,3.0517578125e-10
9400,1.52587890625e-08,3.125e-06,1e-05,3.0517578125e-10
9450,1.52587890625e-08,3.125e-06,1e-05,3.0517578125e-10
9500,1.52587890625e-08,3.125e-06,1e-05,3.0517578125e-10
9550,1.52587890625e-08,3.125e-06,1e-05,1.52587890625e-10
9600,1.52587890625e-08,3.125e-06,1e-05,1.52587890625e-10
9650,1.52587890625e-08,3.125e-06,1e-05,1.52587890625e-10
9700,1.52587890625e-08,3.125e-06,1e-05,1.52587890625e-10
9750,1.52587890625e-08,3.125e-06,1e-05,1.52587890625e-10
9800,1.52587890625e-08,3.125e-06,1e-05,7.62939453125e-11
9850,1.52587890625e-08,3.125e-06,1e-05,7.62939453125e-11
9900,1.52587890625e-08,3.125e-06,1e-05,7.62939453125e-11
9950,1.52587890625e-08,3.125e-06,1e-05,7.62939453125e-11
10000,1.52587890625e-08,3.125e-06,1e-05,7.62939453125e-11
10050,1.52587890625e-08,3.125e-06,1e-05,3.814697265625e-11
10100,1.52587890625e-08,3.125e-06,1e-05,3.814697265625e-11
10150,1.52587890625e-08,3.125e-06,1e-05,3.814697265625e-11
10200,1.52587890625e-08,3.125e-06,1e-05,3.814697265625e-11
10250,1.52587890625e-08,3.125e-06,1e-05,3.814697265625e-11
10300,1.52587890625e-08,3.125e-06,1e-05,1.9073486328125e-11
10350,1.52587890625e-08,3.125e-06,1e-05,1.9073486328125e-11
10400,1.52587890625e-08,3.125e-06,1e-05,1.9073486328125e-11
10450,1.52587890625e-08,3.125e-06,1e-05,1.9073486328125e-11
10500,1.52587890625e-08,3.125e-06,1e-05,1.9073486328125e-11
im_2,
50,0.001
100,0.001
150,0.001
200,0.001
250,0.001
300,0.001
350,0.00025
400,0.00025
450,0.00025
500,0.00025
550,0.00025
600,0.00025
650,0.00025
700,0.00025
750,0.00025
800,0.00025
850,0.00025
900,0.00025
950,0.00025
1000,0.00025
1050,0.00025
1100,6.25e-05
1150,6.25e-05
1200,6.25e-05
1250,6.25e-05
1300,6.25e-05
1350,6.25e-05
1400,6.25e-05
1450,6.25e-05
1500,6.25e-05
1550,6.25e-05
1600,6.25e-05
1650,1.5625e-05
1700,1.5625e-05
1750,1.5625e-05
1800,1.5625e-05
1850,1.5625e-05
1900,1.5625e-05
1950,1.5625e-05
2000,1.5625e-05
2050,3.90625e-06
2100,3.90625e-06
2150,3.90625e-06
2200,3.90625e-06
2250,3.90625e-06
2300,3.90625e-06
2350,3.90625e-06
2400,3.90625e-06
2450,3.90625e-06
2500,3.90625e-06
2550,9.765625e-07
2600,9.765625e-07
2650,9.765625e-07
2700,9.765625e-07
2750,9.765625e-07
2800,9.765625e-07
2850,9.765625e-07
2900,9.765625e-07
2950,9.765625e-07
3000,9.765625e-07
3050,2.44140625e-07
3100,2.44140625e-07
3150,2.44140625e-07
3200,2.44140625e-07
3250,2.44140625e-07
3300,2.44140625e-07
3350,2.44140625e-07
3400,2.44140625e-07
3450,6.103515625e-08
3500,6.103515625e-08
3550,6.103515625e-08
3600,6.103515625e-08
3650,6.103515625e-08
3700,6.103515625e-08
3750,6.103515625e-08
3800,6.103515625e-08
3850,1.52587890625e-08
3900,1.52587890625e-08
3950,1.52587890625e-08
4000,1.52587890625e-08
4050,1.52587890625e-08
4100,1.52587890625e-08
4150,1.52587890625e-08
4200,1.52587890625e-08
4250,1.52587890625e-08
4300,1.52587890625e-08
4350,1.52587890625e-08
4400,1.52587890625e-08
4450,1.52587890625e-08
4500,1.52587890625e-08
4550,1.52587890625e-08
4600,1.52587890625e-08
4650,1.52587890625e-08
4700,1.52587890625e-08
4750,1.52587890625e-08
4800,1.52587890625e-08
4850,1.52587890625e-08
4900,1.52587890625e-08
4950,1.52587890625e-08
5000,1.52587890625e-08
5050,1.52587890625e-08
5100,1.52587890625e-08
5150,1.52587890625e-08
5200,1.52587890625e-08
5250,1.52587890625e-08
5300,1.52587890625e-08
5350,1.52587890625e-08
5400,1.52587890625e-08
5450,1.52587890625e-08
5500,1.52587890625e-08
5550,1.52587890625e-08,5e-05,1e-05,1e-05
5600,1.52587890625e-08,5e-05,1e-05,1e-05
5650,1.52587890625e-08,5e-05,1e-05,1e-05
5700,1.52587890625e-08,5e-05,1e-05,1e-05
5750,1.52587890625e-08,5e-05,1e-05,1e-05
5800,1.52587890625e-08,5e-05,1e-05,5e-06
5850,1.52587890625e-08,5e-05,1e-05,5e-06
5900,1.52587890625e-08,5e-05,1e-05,5e-06
5950,1.52587890625e-08,5e-05,1e-05,5e-06
6000,1.52587890625e-08,5e-05,1e-05,5e-06
6050,1.52587890625e-08,5e-05,1e-05,2.5e-06
6100,1.52587890625e-08,5e-05,1e-05,2.5e-06
6150,1.52587890625e-08,5e-05,1e-05,2.5e-06
6200,1.52587890625e-08,5e-05,1e-05,2.5e-06
6250,1.52587890625e-08,5e-05,1e-05,2.5e-06
6300,1.52587890625e-08,5e-05,1e-05,1.25e-06
6350,1.52587890625e-08,5e-05,1e-05,1.25e-06
6400,1.52587890625e-08,5e-05,1e-05,1.25e-06
6450,1.52587890625e-08,5e-05,1e-05,1.25e-06
6500,1.52587890625e-08,5e-05,1e-05,1.25e-06
6550,1.52587890625e-08,5e-05,1e-05,6.25e-07
6600,1.52587890625e-08,5e-05,1e-05,6.25e-07
6650,1.52587890625e-08,5e-05,1e-05,6.25e-07
6700,1.52587890625e-08,5e-05,1e-05,6.25e-07
6750,1.52587890625e-08,5e-05,1e-05,6.25e-07
6800,1.52587890625e-08,5e-05,1e-05,3.125e-07
6850,1.52587890625e-08,5e-05,1e-05,3.125e-07
6900,1.52587890625e-08,5e-05,1e-05,3.125e-07
6950,1.52587890625e-08,5e-05,1e-05,3.125e-07
7000,1.52587890625e-08,5e-05,1e-05,3.125e-07
7050,1.52587890625e-08,5e-05,1e-05,1.5625e-07
7100,1.52587890625e-08,5e-05,1e-05,1.5625e-07
7150,1.52587890625e-08,5e-05,1e-05,1.5625e-07
7200,1.52587890625e-08,5e-05,1e-05,1.5625e-07
7250,1.52587890625e-08,5e-05,1e-05,1.5625e-07
7300,1.52587890625e-08,5e-05,1e-05,7.8125e-08
7350,1.52587890625e-08,5e-05,1e-05,7.8125e-08
7400,1.52587890625e-08,5e-05,1e-05,7.8125e-08
7450,1.52587890625e-08,5e-05,1e-05,7.8125e-08
7500,1.52587890625e-08,5e-05,1e-05,7.8125e-08
7550,1.52587890625e-08,5e-05,1e-05,3.90625e-08
7600,1.52587890625e-08,5e-05,1e-05,3.90625e-08
7650,1.52587890625e-08,5e-05,1e-05,3.90625e-08
7700,1.52587890625e-08,5e-05,1e-05,3.90625e-08
7750,1.52587890625e-08,5e-05,1e-05,3.90625e-08
7800,1.52587890625e-08,5e-05,1e-05,1.953125e-08
7850,1.52587890625e-08,5e-05,1e-05,1.953125e-08
7900,1.52587890625e-08,5e-05,1e-05,1.953125e-08
7950,1.52587890625e-08,5e-05,1e-05,1.953125e-08
8000,1.52587890625e-08,5e-05,1e-05,1.953125e-08
8050,1.52587890625e-08,5e-05,1e-05,9.765625e-09
8100,1.52587890625e-08,2.5e-05,1e-05,9.765625e-09
8150,1.52587890625e-08,2.5e-05,1e-05,9.765625e-09
8200,1.52587890625e-08,2.5e-05,1e-05,9.765625e-09
8250,1.52587890625e-08,2.5e-05,1e-05,9.765625e-09
8300,1.52587890625e-08,2.5e-05,1e-05,4.8828125e-09
8350,1.52587890625e-08,2.5e-05,1e-05,4.8828125e-09
8400,1.52587890625e-08,2.5e-05,1e-05,4.8828125e-09
8450,1.52587890625e-08,2.5e-05,1e-05,4.8828125e-09
8500,1.52587890625e-08,1.25e-05,1e-05,4.8828125e-09
8550,1.52587890625e-08,1.25e-05,1e-05,2.44140625e-09
8600,1.52587890625e-08,1.25e-05,1e-05,2.44140625e-09
8650,1.52587890625e-08,1.25e-05,1e-05,2.44140625e-09
8700,1.52587890625e-08,6.25e-06,1e-05,2.44140625e-09
8750,1.52587890625e-08,6.25e-06,1e-05,2.44140625e-09
8800,1.52587890625e-08,6.25e-06,1e-05,1.220703125e-09
8850,1.52587890625e-08,6.25e-06,1e-05,1.220703125e-09
8900,1.52587890625e-08,3.125e-06,1e-05,1.220703125e-09
8950,1.52587890625e-08,3.125e-06,1e-05,1.220703125e-09
9000,1.52587890625e-08,3.125e-06,1e-05,1.220703125e-09
9050,1.52587890625e-08,3.125e-06,1e-05,6.103515625e-10
9100,1.52587890625e-08,3.125e-06,1e-05,6.103515625e-10
9150,1.52587890625e-08,3.125e-06,1e-05,6.103515625e-10
9200,1.52587890625e-08,3.125e-06,1e-05,6.103515625e-10
9250,1.52587890625e-08,3.125e-06,1e-05,6.103515625e-10
9300,1.52587890625e-08,3.125e-06,1e-05,3.0517578125e-10
9350,1.52587890625e-08,3.125e-06,1e-05,3.0517578125e-10
9400,1.52587890625e-08,3.125e-06,1e-05,3.0517578125e-10
9450,1.52587890625e-08,3.125e-06,1e-05,3.0517578125e-10
9500,1.52587890625e-08,3.125e-06,1e-05,3.0517578125e-10
9550,1.52587890625e-08,3.125e-06,1e-05,1.52587890625e-10
9600,1.52587890625e-08,3.125e-06,1e-05,1.52587890625e-10
9650,1.52587890625e-08,3.125e-06,1e-05,1.52587890625e-10
9700,1.52587890625e-08,3.125e-06,1e-05,1.52587890625e-10
9750,1.52587890625e-08,3.125e-06,1e-05,1.52587890625e-10
9800,1.52587890625e-08,3.125e-06,1e-05,7.62939453125e-11
9850,1.52587890625e-08,3.125e-06,1e-05,7.62939453125e-11
9900,1.52587890625e-08,3.125e-06,1e-05,7.62939453125e-11
9950,1.52587890625e-08,3.125e-06,1e-05,7.62939453125e-11
10000,1.52587890625e-08,3.125e-06,1e-05,7.62939453125e-11
10050,1.52587890625e-08,3.125e-06,1e-05,3.814697265625e-11
10100,1.52587890625e-08,3.125e-06,1e-05,3.814697265625e-11
10150,1.52587890625e-08,3.125e-06,1e-05,3.814697265625e-11
10200,1.52587890625e-08,3.125e-06,1e-05,3.814697265625e-11
10250,1.52587890625e-08,3.125e-06,1e-05,3.814697265625e-11
10300,1.52587890625e-08,3.125e-06,1e-05,1.9073486328125e-11
10350,1.52587890625e-08,3.125e-06,1e-05,1.9073486328125e-11
10400,1.52587890625e-08,3.125e-06,1e-05,1.9073486328125e-11
10450,1.52587890625e-08,3.125e-06,1e-05,1.9073486328125e-11
10500,1.52587890625e-08,3.125e-06,1e-05,1.9073486328125e-11
